"site_code","year","ID","latitude","longitude","site_name","ecoregion","realm","area","SumTSAfull","Buffer10Km","HumanPopDensity","IUCN_CAT","IUCN_Ia","STATUS_YR","MPA","sampling_effort","sr","Reg_BS_BM_pvalue","Reg_BS_BM_coef","rho_bs_tl","rho_bs_tl_pvalue","cwm_size"
"PS18",2011,"PS18_2011",-32.71161,152.18483,"Tomaree Head Tubes","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,66.0873123141036,"Ia",1,2005,0,2,52,6.33233038016197e-09,0.949725948647701,-0.00573715256557091,0.967801489054476,16.5288383789296
"PS18",2013,"PS18_2013",-32.71161,152.18483,"Tomaree Head Tubes","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,66.0873123141036,"Ia",1,2005,0,2,47,1.62788969781094e-07,0.939518491713037,0.00524507402120038,0.972087433452655,24.0162317644539
"PS2",2012,"PS2_2012",-32.6183,152.33433,"Nth Shark Gutters","Manning-Hawkesbury","Temperate Australasia","New South Wales",95.03,0,31.5869040199284,"Ia",1,1961,0,2,33,8.37040478469858e-08,1.09580093815197,0.146361644237739,0.416358547408224,39.6152749212083
"PS20",2008,"PS20_2008",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,2,41,4.14787688995357e-05,0.871305115424786,0.154415938741506,0.335063302726515,152.892544954565
"PS20",2009,"PS20_2009",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,7,69,1.96988540338114e-13,0.946921493220518,0.0255710618957627,0.834789561880216,80.4495793798528
"PS20",2010,"PS20_2010",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,12,82,4.54256393353638e-21,1.03289343291835,0.306492404237704,0.00510177436821235,120.095879215475
"PS20",2011,"PS20_2011",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,17,98,1.13282507342834e-27,1.15139229300186,0.22692697986757,0.0246375032408645,61.5852392293087
"PS20",2012,"PS20_2012",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,9,83,2.08973126950675e-22,1.04851422686701,0.263677786420384,0.0160148012676789,94.7292858268013
"PS20",2013,"PS20_2013",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,5,68,7.38598342849961e-14,0.901532695932492,0.270226245235166,0.0258359182365886,51.2087883566264
"PS20",2014,"PS20_2014",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,2,47,1.72390477237711e-08,0.794281757428081,0.111621053877353,0.455082668923624,106.072446956062
"PS20",2015,"PS20_2015",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,3,76,1.78282595452727e-14,0.787870321719697,0.228371445068511,0.047232946543526,58.608645728432
"PS20",2016,"PS20_2016",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,5,92,7.91744307766899e-12,0.85625589821808,0.191949002581114,0.0667992863275748,65.6589431934603
"PS20",2017,"PS20_2017",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,3,66,6.12798738709394e-14,1.030473560588,0.165770271424661,0.183446751244917,54.3626443884829
"PS20",2018,"PS20_2018",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,4,85,3.64976869691265e-13,0.841325282458938,0.217615142510998,0.0454299418247361,83.8851234095889
"PS20",2019,"PS20_2019",-32.70976,152.15925,"Halifax Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.7918671292586,"Ia",1,1999,0,4,60,1.01915289147255e-09,0.892969800906138,0.17099144969369,0.191458618518892,62.9807377876922
"PS21",2011,"PS21_2011",-32.70947,152.16129,"Inner Light Rocks","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,60.9249448617622,"Ia",1,1999,0,3,50,4.64976435586278e-10,0.925341907908165,0.101607712765177,0.482602395961465,34.8306337071075
"PS22",2011,"PS22_2011",-32.70475,152.22883,"Boondelbah Island North","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,73.1100679836144,"Ia",1,2010,0,2,56,2.3059641837962e-08,0.931526860016403,-0.00415505274345435,0.975754117466354,133.582186763906
"PS24",2012,"PS24_2012",-32.68705,152.22834,"Cabbage Tree Island North East","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.4460618647343,"IV",0,1954,0,2,44,1.82527865104528e-10,0.884316027945442,0.0436980804906983,0.778211741283939,26.8130943285251
"PS27",2010,"PS27_2010",-32.7892,152.1125,"Boat Harbour South","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.44,0,91.7663422697562,"Ia",1,2007,0,2,25,1.18435190663794e-05,0.984458703650041,0.262667622087135,0.204613966278644,26.3045723894668
"PS27",2013,"PS27_2013",-32.7892,152.1125,"Boat Harbour South","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.44,0,91.7663422697562,"Ia",1,2007,0,3,28,1.64773541726695e-06,0.938587811999058,-0.40306633386452,0.0334411471312587,29.0358516462082
"PS27",2016,"PS27_2016",-32.7892,152.1125,"Boat Harbour South","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.44,0,91.7663422697562,"Ia",1,2007,0,2,40,4.50242802797846e-06,0.972452208693567,-0.182646470472539,0.259299453144252,14.8987594702355
"PS27",2017,"PS27_2017",-32.7892,152.1125,"Boat Harbour South","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.44,0,91.7663422697562,"Ia",1,2007,0,2,27,5.55354003604448e-07,1.20212311411822,-0.233346825312721,0.241442211355223,32.3674029281469
"PS27",2019,"PS27_2019",-32.7892,152.1125,"Boat Harbour South","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.44,0,91.7663422697562,"Ia",1,2007,0,2,30,2.90551927406379e-05,0.92624985296341,0.211290833393471,0.262362506113849,22.9430991507445
"PS28",2010,"PS28_2010",-32.78852,152.08338,"Blanch Reserve","Manning-Hawkesbury","Temperate Australasia","New South Wales",90.16,0,84.145922934958,"Ia",1,2007,0,2,28,8.83744639577688e-06,0.68409584665922,0.435391979296007,0.0205730804311176,39.643955107351
"PS29",2008,"PS29_2008",-32.78755,152.11426,"Boat Harbour North","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.44,0,91.3430767950339,"Ia",1,2007,0,2,22,0.00553935298600165,0.718097802078871,-0.184000336646727,0.41239035173888,62.3747776434801
"PS29",2012,"PS29_2012",-32.78755,152.11426,"Boat Harbour North","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.44,0,91.3430767950339,"Ia",1,2007,0,2,34,1.40346300219786e-07,0.904677872194652,0.181094891880202,0.305380038404596,22.4601008301193
"PS3",2009,"PS3_2009",-32.68884,152.22218,"Cabbage Tree Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.5730301349272,"IV",0,1954,0,2,64,7.08452800815636e-12,1.10787977887755,-0.139578586148298,0.271325100889345,52.7114195978587
"PS3",2010,"PS3_2010",-32.68884,152.22218,"Cabbage Tree Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.5730301349272,"IV",0,1954,0,2,55,2.53717491956047e-17,1.02418709277426,0.197528228054012,0.14830421399864,195.066657106365
"PS3",2011,"PS3_2011",-32.68884,152.22218,"Cabbage Tree Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.5730301349272,"IV",0,1954,0,2,61,3.0797379428119e-13,0.862402257095066,0.0631098968906188,0.628961493895104,20.220445830729
"PS3",2013,"PS3_2013",-32.68884,152.22218,"Cabbage Tree Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.5730301349272,"IV",0,1954,0,3,63,4.53174895873193e-09,0.813083316603463,-0.0557581173937011,0.664258012339596,63.8986991477722
"PS3",2014,"PS3_2014",-32.68884,152.22218,"Cabbage Tree Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.5730301349272,"IV",0,1954,0,3,64,3.49964803690034e-13,0.934353569778479,-0.0621495007262131,0.628466526621777,27.3884685329841
"PS3",2015,"PS3_2015",-32.68884,152.22218,"Cabbage Tree Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.5730301349272,"IV",0,1954,0,2,73,5.18625172949364e-19,0.9594414637213,0.0499891294416008,0.676671760726842,89.1326196119265
"PS3",2016,"PS3_2016",-32.68884,152.22218,"Cabbage Tree Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.5730301349272,"IV",0,1954,0,2,77,2.71898443001741e-16,1.03222580787311,0.119526043555328,0.300482585519657,42.8011674199255
"PS3",2017,"PS3_2017",-32.68884,152.22218,"Cabbage Tree Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.5730301349272,"IV",0,1954,0,3,77,9.61701592975477e-14,0.849667865449496,0.113500628786655,0.328947535667072,63.4476125169208
"PS31",2012,"PS31_2012",-32.68916,152.22723,"Cabbage Tree Island East","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.817478212489,"IV",0,1954,0,2,35,1.80582014681099e-05,0.943856336412058,-0.229353567264977,0.185057217232215,36.3605281976131
"PS31",2013,"PS31_2013",-32.68916,152.22723,"Cabbage Tree Island East","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.817478212489,"IV",0,1954,0,2,31,6.84151130854734e-05,0.744627100023012,0.0518275543556435,0.781863550246914,68.2286492658177
"PS31",2016,"PS31_2016",-32.68916,152.22723,"Cabbage Tree Island East","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,66.817478212489,"IV",0,1954,0,2,27,3.38301805516057e-06,0.766776029194659,0.218022252777363,0.274622568663877,63.2007165628715
"PS32",2011,"PS32_2011",-32.74146,152.20201,"Fingal Is- North East","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,81.5422859973355,"Ia",1,2005,0,2,52,4.77994146868819e-11,0.98490480047578,0.163545872802897,0.251490153256352,35.150012186537
"PS34",2013,"PS34_2013",-32.68479,152.22542,"Cabbage Tree N2","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,65.5271924615786,"IV",0,1954,0,2,42,3.74799367789683e-10,1.02256668357457,0.0662033195827682,0.677003162016319,43.4044929301007
"PS35",2011,"PS35_2011",-32.68551,152.22244,"Coral Gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,65.4389959486118,"IV",0,1954,0,2,55,3.00794535004771e-14,0.962549905056471,-0.0192595812235957,0.89005896741482,37.683827901631
"PS35",2013,"PS35_2013",-32.68551,152.22244,"Coral Gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,65.4389959486118,"IV",0,1954,0,3,66,1.7548412130661e-16,0.961443354285245,-0.111068429830901,0.378416856482935,98.9723170593366
"PS35",2014,"PS35_2014",-32.68551,152.22244,"Coral Gardens","Manning-Hawkesbury","Temperate Australasia","New South Wales",77.32,0,65.4389959486118,"IV",0,1954,0,2,43,2.33988921324546e-10,0.93411998084722,-0.210498663150061,0.175451017001212,37.6749698775356
"PS38",2013,"PS38_2013",-32.74499,152.20364,"Lighthouse Bay","Manning-Hawkesbury","Temperate Australasia","New South Wales",95.27,0,83.436914552364,"Ia",1,2005,0,2,49,9.3892337690521e-14,1.04940101401707,0.024293421714787,0.869812020672342,54.9275407458762
"PS4",2011,"PS4_2011",-32.74057,152.19493,"Governers Wharf (Fingal Island)","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,79.6499236216401,"Ia",1,2005,0,4,87,2.05621863679272e-15,0.953704826875711,0.0772653707592155,0.479502686104195,48.2434778251446
"PS4",2012,"PS4_2012",-32.74057,152.19493,"Governers Wharf (Fingal Island)","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,79.6499236216401,"Ia",1,2005,0,3,71,3.67213723583779e-13,0.971396689993757,0.00460925437025728,0.969791643638342,30.3775516714964
"PS4",2013,"PS4_2013",-32.74057,152.19493,"Governers Wharf (Fingal Island)","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,79.6499236216401,"Ia",1,2005,0,4,71,9.59357178128758e-14,0.862821749063301,0.198750986549556,0.0990597050389309,61.345710284299
"PS4",2014,"PS4_2014",-32.74057,152.19493,"Governers Wharf (Fingal Island)","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,79.6499236216401,"Ia",1,2005,0,4,84,1.1746601884445e-16,0.879632070284205,0.253961764703522,0.0205181612427901,38.9215950039555
"PS4",2015,"PS4_2015",-32.74057,152.19493,"Governers Wharf (Fingal Island)","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,79.6499236216401,"Ia",1,2005,0,3,71,1.01921846541117e-11,0.812002821125942,0.140299797916715,0.246685706294806,42.1627128653609
"PS4",2016,"PS4_2016",-32.74057,152.19493,"Governers Wharf (Fingal Island)","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,79.6499236216401,"Ia",1,2005,0,3,80,4.46066148699139e-14,0.922772397604853,0.11399165468571,0.317167346592758,69.3611882724146
"PS4",2017,"PS4_2017",-32.74057,152.19493,"Governers Wharf (Fingal Island)","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,79.6499236216401,"Ia",1,2005,0,3,78,1.14913131294446e-13,0.969307878904814,0.00754902263712202,0.94804674344401,67.8297023716725
"PS41",2013,"PS41_2013",-32.708,152.225,"Boondlebah Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",88.05,0,72.9595406668146,"Ia",1,2010,0,2,46,1.0191225068021e-09,0.899924543791157,0.00241909495680648,0.987269831399169,67.3597871010053
"PS42",2013,"PS42_2013",-32.7416,152.19148,"Fingal Island West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,79.1398570771664,"Ia",1,2005,0,2,48,4.26262310492997e-13,0.941342035064695,0.0598894529138879,0.685953700652355,79.9763318332335
"PS44",2013,"PS44_2013",-32.75,152.194,"Fingal Island Sanctuary","Manning-Hawkesbury","Temperate Australasia","New South Wales",95.27,0,83.4652089054803,"Ia",1,2005,0,2,30,1.32958793953332e-09,1.09688581575328,-0.281438072987972,0.131902405627078,108.596732477484
"PS7",2009,"PS7_2009",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,3,63,2.67330146411051e-10,0.795377137698653,0.172762742137775,0.17573370436492,106.26342900236
"PS7",2010,"PS7_2010",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,3,66,3.48706591783703e-12,0.935253273928426,-0.0596098520549062,0.634471206903575,71.9093828439593
"PS7",2011,"PS7_2011",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,2,64,4.35548892592164e-18,1.00946750319925,0.340381821170231,0.00592172724888265,76.4332219933881
"PS7",2012,"PS7_2012",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,4,61,8.47971683528883e-16,1.14424213445597,0.101883542156199,0.434620130453886,60.9684925842056
"PS7",2013,"PS7_2013",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,3,61,6.34102213068379e-13,0.982148176859892,0.147315445081771,0.257230179043033,98.3545194825933
"PS7",2014,"PS7_2014",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,2,39,1.08384347544285e-13,1.16645864311293,0.1732296103374,0.291599053444333,103.701816079099
"PS7",2015,"PS7_2015",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,2,70,1.24680810770377e-12,0.908760445319812,0.0128124187385511,0.916161145913345,70.4024121643012
"PS7",2016,"PS7_2016",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,4,94,1.63589909393569e-21,1.05418280049323,0.188617239654351,0.0686642431174242,53.3839962534762
"PS7",2017,"PS7_2017",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,3,74,1.66505375420253e-17,1.13830099470909,0.0397599888651492,0.736615647590264,103.640496343982
"PS7",2018,"PS7_2018",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,4,73,9.01002227386684e-13,0.939289029663677,0.149158544881214,0.207859061300224,50.4318703151676
"PS7",2019,"PS7_2019",-32.71333,152.15713,"Little Beach West","Manning-Hawkesbury","Temperate Australasia","New South Wales",87.27,0,61.6207400529484,"Ia",1,1999,0,4,60,6.50186582145608e-13,1.08066133439526,0.151885410555386,0.246665554487567,53.9652802803428
"PS9",2009,"PS9_2009",-32.74881,152.1746,"Barrys Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",93.84,0,77.7349472378531,"Ia",1,2005,0,4,41,3.94887477827944e-08,0.982383663050115,0.141261627749704,0.378332637111811,62.9950373743391
"PS9",2012,"PS9_2012",-32.74881,152.1746,"Barrys Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",93.84,0,77.7349472378531,"Ia",1,2005,0,2,24,4.20638233870642e-07,1.07424720060609,-0.154067744187667,0.47226958435207,38.1122642758257
"QLD5",2010,"QLD5_2010",-24.8397,152.47916,"Hoffmans Rocks","Tweed-Moreton","Temperate Australasia","Queensland",106.05,1,97.5357731807472,"Not Applicable",0,2009,1,2,31,1.26585063050908e-08,0.973607048423495,0.366409960555724,0.0426243819455927,171.818473922876
"RAJA1",2014,"RAJA1_2014",-0.56005,130.66519,"Kaburan","Papua","Central Indo-Pacific","West Papua",182.3,1,7.65222711690055,"VI",0,2009,1,2,157,2.49464093947937e-26,0.824293412345502,0.0902735230543192,0.263959561375159,12.0649196543139
"RAJA2",2014,"RAJA2_2014",-0.57029,130.65885,"Yenbuba Jetty","Papua","Central Indo-Pacific","West Papua",182.3,1,7.65222709926823,"VI",0,2009,1,2,138,2.93556609263449e-22,0.797835017070181,0.0612597960025697,0.477006186173426,29.562046253748
"RAJA24",2014,"RAJA24_2014",-0.55513,130.67764,"Kri Jetty","Papua","Central Indo-Pacific","West Papua",182.3,1,7.65222712493524,"VI",0,2009,1,2,175,1.10200041796313e-37,0.810229929948437,0.0552237521991013,0.470515701175347,25.9607599157112
"RAJA3",2014,"RAJA3_2014",-0.56898,130.66519,"Ransiwor Islet","Papua","Central Indo-Pacific","West Papua",182.3,1,7.65222710156318,"VI",0,2009,1,2,183,7.60381208404375e-31,0.778882736500457,0.054647543081322,0.464986786055499,14.6749972827587
"RAJA32",2014,"RAJA32_2014",-0.45155,130.69332,"Biodiversity House Reef","Papua","Central Indo-Pacific","West Papua",240.72,1,7.65222717149043,"VI",0,2009,1,2,184,4.63079358204308e-23,0.732375100296367,0.185340603594671,0.0120095800815442,16.3897001903963
"RAJA4",2014,"RAJA4_2014",-0.55917,130.68728,"South Kri","Papua","Central Indo-Pacific","West Papua",182.3,1,7.65222712780567,"VI",0,2009,1,2,135,1.84402575405108e-25,0.827598642264677,0.152976668569393,0.0776235311082256,21.2850177309102
"RAJA6",2014,"RAJA6_2014",-0.55658,130.6901,"Cape Kri","Papua","Central Indo-Pacific","West Papua",182.3,1,7.65222713178204,"VI",0,2009,1,3,230,4.16239651374464e-34,0.740909008318686,0.209607665337975,0.00145735276562288,25.5215658314884
"RAJA9",2014,"RAJA9_2014",-0.54304,130.69269,"New Reef","Papua","Central Indo-Pacific","West Papua",182.3,1,7.65222714320723,"VI",0,2009,1,2,133,3.88076523935524e-25,0.706341797452614,0.0579527116515254,0.507592076766797,18.6947664893247
"RED14",2014,"RED14_2014",29.5012,34.917,"InterUniversity Institute for Marine Science","Northern and Central Red Sea","Western Indo-Pacific","Israel",81.15,1,30.527659302669,"VI",0,1996,0,2,68,3.32953673077906e-20,0.98339291511306,0.111013625961621,0.371132581640345,28.099054097998
"RI1",2010,"RI1_2010",-32.01725,115.50014,"Green Island Reserve 1","Leeuwin","Temperate Australasia","Western Australia",86.3,1,433.525590690141,"Not Assigned",0,1917,1,2,54,2.98356838588983e-07,0.817403233632847,-0.199735990067567,0.147603975917732,77.391207666171
"RI2",2008,"RI2_2008",-32.01552,115.55708,"The Count","Leeuwin","Temperate Australasia","Western Australia",95.96,1,976.408152809111,"Not Assigned",0,1917,1,2,50,7.77789668670612e-09,0.805759710365128,-0.268546699180911,0.0593375316738202,22.7632650041794
"RI2",2009,"RI2_2009",-32.01552,115.55708,"The Count","Leeuwin","Temperate Australasia","Western Australia",95.96,1,976.408152809111,"Not Assigned",0,1917,1,2,41,1.2255290834783e-05,0.584790469489876,-0.180379406996836,0.259083251386473,38.6603727463363
"RI21",2010,"RI21_2010",-31.9885,115.54114,"Duck Rock South","Leeuwin","Temperate Australasia","Western Australia",86.44,1,939.477119407484,"Not Assigned",0,1917,1,2,41,3.55265928656379e-05,0.694232765769786,-0.201004027136789,0.213613849916109,49.168786787968
"RI21",2012,"RI21_2012",-31.9885,115.54114,"Duck Rock South","Leeuwin","Temperate Australasia","Western Australia",86.44,1,939.477119407484,"Not Assigned",0,1917,1,2,46,1.03489704809218e-08,0.956082906066404,-0.0497123974853551,0.742843731966845,54.0968893979977
"RI23",2009,"RI23_2009",-31.97427,115.53757,"Roe Reef","Leeuwin","Temperate Australasia","Western Australia",86.44,1,972.268756327422,"Not Assigned",0,1917,1,3,37,0.0526486257660967,0.260903241221402,0.149000714450232,0.378774818974343,19.5844859381317
"RI4",2009,"RI4_2009",-31.98926,115.51746,"The Grottos Rottnest","Leeuwin","Temperate Australasia","Western Australia",92.55,1,668.667829033232,"Not Assigned",0,1917,1,2,38,1.40647728768479e-06,0.874114734888634,-0.420875855992029,0.00850691971688991,316.101085424137
"RI5",2008,"RI5_2008",-32.02498,115.54514,"Crystal palace","Leeuwin","Temperate Australasia","Western Australia",95.96,1,859.600445701122,"Not Assigned",0,1917,1,2,40,4.09929661361422e-06,0.756149560327533,-0.463667326784339,0.00258373970927193,37.0433830366207
"SI1",2009,"SI1_2009",-29.93044,153.38984,"Elbow Cave Mooring N Solitary Is","Tweed-Moreton","Temperate Australasia","New South Wales",76.04,0,14.9889542783358,"II",0,1998,1,2,71,4.6216289922235e-15,0.961306663496302,0.304394662726757,0.0104070849074759,36.2689687108383
"SI19",2011,"SI19_2011",-30.15932,153.2257,"SW Solitary","Tweed-Moreton","Temperate Australasia","New South Wales",68.51,0,76.0774479553042,"II",0,2018,0,2,50,4.61785512200943e-14,1.03482654048241,0.347243482683866,0.014503182870997,82.1274414349293
"SI2",2011,"SI2_2011",-29.92314,153.38809,"Anemone Bay N Solitary Is","Tweed-Moreton","Temperate Australasia","New South Wales",76.04,0,13.1373236567666,"II",0,1998,1,2,56,4.97775355260919e-09,0.827110838081926,-0.06759514247403,0.627212344974296,36.4636568312414
"SI21",2010,"SI21_2010",-30.00751,153.27028,"Surgeons Reef","Tweed-Moreton","Temperate Australasia","New South Wales",71.99,0,26.9704144662821,"IV",0,1998,1,2,41,3.66922449173025e-05,0.754500851964304,0.271505972725011,0.0859527375667159,18.6045793831794
"SI24",2012,"SI24_2012",-30.01876,153.26976,"Mattys Mooring NW Solitary Is","Tweed-Moreton","Temperate Australasia","New South Wales",71.99,0,27.7869598435193,"II",0,1998,1,2,49,4.22150655877228e-09,0.894896505716408,0.0448507966527548,0.764671111872162,10.910903600995
"SI4",2008,"SI4_2008",-30.20167,153.26635,"North Boulder Wall S Solitary Is","Tweed-Moreton","Temperate Australasia","New South Wales",74.24,0,122.28480729578,"II",0,1998,1,2,62,1.00915064549291e-10,0.748809372180405,0.0813695368739619,0.533019063381807,126.472799338032
"SI6",2008,"SI6_2008",-30.01765,153.2692,"Manta Mooring NW Solitary Is","Tweed-Moreton","Temperate Australasia","New South Wales",71.99,0,27.6084500268102,"II",0,1998,1,2,75,1.19115685648354e-17,1.16207180145015,0.0782373766144212,0.510581470309603,47.5874752231819
"SI6",2011,"SI6_2011",-30.01765,153.2692,"Manta Mooring NW Solitary Is","Tweed-Moreton","Temperate Australasia","New South Wales",71.99,0,27.6084500268102,"II",0,1998,1,2,50,1.04376092017574e-09,0.900205673489539,0.210423076552407,0.146712583044502,14.0551958592528
"SI6",2018,"SI6_2018",-30.01765,153.2692,"Manta Mooring NW Solitary Is","Tweed-Moreton","Temperate Australasia","New South Wales",71.99,0,27.6084500268102,"II",0,1998,1,2,86,8.94541648435204e-10,0.788626769478386,0.16149612814408,0.142209962601306,21.0853282873927
"SYD12",2009,"SYD12_2009",-34.06999,151.15745,"Oak Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.15,1,1666.23385888597,"Ia",1,2008,0,2,27,0.0165666510501521,0.72156861513917,-0.374480803870896,0.0542951509796514,21.2601623394445
"SYD12",2018,"SYD12_2018",-34.06999,151.15745,"Oak Park","Manning-Hawkesbury","Temperate Australasia","New South Wales",103.15,1,1666.23385888597,"Ia",1,2008,0,2,34,2.189902647116e-05,0.933220920809146,-0.196714588463404,0.264821337031427,37.0068181985219
"SYD18",2016,"SYD18_2016",-33.99276,151.2304,"Bare Island South","Manning-Hawkesbury","Temperate Australasia","New South Wales",102.07,1,2307.62559152244,"II",0,2018,0,2,19,0.0530472721351719,0.557811336710442,0.0203912248265691,0.933965103753589,25.544001376856
"SYD19",2009,"SYD19_2009",-33.99293,151.23184,"Bare Island","Manning-Hawkesbury","Temperate Australasia","New South Wales",102.07,1,2319.98505538332,"II",0,2018,0,2,30,0.00154499064295493,0.552715675219301,-0.0136961348469386,0.942735250333614,38.049962773033
"SYD19",2014,"SYD19_2014",-33.99293,151.23184,"Bare Island","Manning-Hawkesbury","Temperate Australasia","New South Wales",102.07,1,2319.98505538332,"II",0,2018,0,2,15,0.0254275646732583,0.533856856275887,-0.357748246372656,0.190469235212667,58.2159914467753
"SYD19",2016,"SYD19_2016",-33.99293,151.23184,"Bare Island","Manning-Hawkesbury","Temperate Australasia","New South Wales",102.07,1,2319.98505538332,"II",0,2018,0,3,31,5.67653501336191e-08,0.957048619545727,-0.1025685966285,0.582963361590015,72.4360148014164
"SYD20",2009,"SYD20_2009",-33.99142,151.23078,"Bare Island North","Manning-Hawkesbury","Temperate Australasia","New South Wales",101.57,1,2314.54581370146,"II",0,2018,0,2,31,4.20300948927489e-05,0.741634259019558,-0.121412593146592,0.515284791497339,43.9607558217098
"SYD21",2010,"SYD21_2010",-33.9538,151.26133,"South Maroubra","Manning-Hawkesbury","Temperate Australasia","New South Wales",113.96,1,2557.89136927677,"II",0,2018,0,2,32,0.00284730892954462,0.718969175356787,-0.24709642548557,0.172747683022827,19.857686187838
